Reason_ID,Vehicle_ID,Weather_Conditions,Light_Conditions,Road_Surface_Conditions,Speed_limit,Accident_Date,Pedestrian_Crossing-Human_Control,Accident_Severity
37917,8828,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
89598,8829,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,8/31/2021,None within 50 metres,3
96151,8830,Fine without high winds,Daylight: Street light present,Dry,50,8/31/2021,None within 50 metres,3
18580,8831,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
47897,8832,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/31/2021,None within 50 metres,3
84156,8833,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
116790,8834,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
119967,8835,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
80403,8836,Fine without high winds,Daylight: Street light present,Wet/Damp,30,8/31/2021,None within 50 metres,3
99878,8837,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
307,8838,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
68240,8839,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
59116,8840,Fine without high winds,Daylight: Street light present,Dry,40,8/31/2021,None within 50 metres,3
108348,8841,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
42733,8842,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
2333,8843,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
53639,8844,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/31/2021,None within 50 metres,3
36573,8845,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/31/2021,None within 50 metres,3
116072,8846,Fine without high winds,Daylight: Street light present,Dry,50,8/31/2021,None within 50 metres,3
80863,8847,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
41723,8848,Fine without high winds,Darkness: Street lights present and lit,Wet/Damp,30,8/31/2021,None within 50 metres,3
61277,8849,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
94580,8850,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
48121,8851,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/31/2021,None within 50 metres,3
70638,8852,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/31/2021,None within 50 metres,3
21017,8853,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
50068,8854,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
57545,8855,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/31/2021,None within 50 metres,3
54642,8856,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
74053,8857,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
55128,8858,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
1851,8859,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
13236,8860,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
37818,8861,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
67154,8862,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
34638,8863,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
90265,8864,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/31/2021,None within 50 metres,3
4204,8865,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/31/2021,None within 50 metres,3
76773,8866,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
94914,8867,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
63271,8868,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
13767,8869,Raining without high winds,Daylight: Street light present,Wet/Damp,30,8/31/2021,None within 50 metres,2
54382,8870,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
98274,8871,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
123251,8872,Fine without high winds,Daylight: Street light present,Dry,40,8/31/2021,None within 50 metres,3
83671,8873,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,9/1/2021,None within 50 metres,3
26773,8874,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
105358,8875,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
97983,8876,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
88760,8877,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
57466,8878,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
38893,8879,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
84788,8880,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
109365,8881,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
964,8882,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
69652,8883,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
98526,8884,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
126568,8885,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/1/2021,None within 50 metres,3
98066,8886,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,9/1/2021,None within 50 metres,3
3599,8887,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
71212,8888,Fine without high winds,Daylight: Street light present,Dry,40,9/1/2021,None within 50 metres,3
44770,8889,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
88122,8890,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
55379,8891,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
86773,8892,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
91030,8893,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
48486,8894,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
109341,8895,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/1/2021,None within 50 metres,2
58277,8896,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
106265,8897,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,2
108176,8898,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
96479,8899,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
34403,8900,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
87148,8901,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
4186,8902,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
25940,8903,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
129238,8904,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
77878,8905,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/1/2021,None within 50 metres,3
128626,8906,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
110984,8907,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
2496,8908,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
101839,8909,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/1/2021,None within 50 metres,3
115919,8910,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
33913,8911,Raining without high winds,Daylight: Street light present,Wet/Damp,40,9/1/2021,None within 50 metres,3
114486,8912,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
16624,8913,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
101953,8914,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
56164,8915,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
44585,8916,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
57412,8917,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
49461,8918,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
67839,8919,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
70256,8920,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/1/2021,None within 50 metres,3
1468,8921,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/1/2021,None within 50 metres,3
115638,8922,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/1/2021,None within 50 metres,2
103309,8923,Fine without high winds,Daylight: Street light present,Dry,30,9/1/2021,None within 50 metres,3
1511,8924,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/1/2021,None within 50 metres,3
109396,8925,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/1/2021,None within 50 metres,3
97238,8926,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/1/2021,None within 50 metres,2
26829,8927,Fine without high winds,Daylight: Street light present,Dry,40,9/2/2021,None within 50 metres,3
86979,8928,Fine without high winds,Daylight: Street light present,Dry,30,9/2/2021,None within 50 metres,3
127652,8929,Fine without high winds,Daylight: Street light present,Dry,30,9/2/2021,None within 50 metres,3
99994,8930,Fine without high winds,Daylight: Street light present,Dry,30,9/2/2021,None within 50 metres,3
9865,8931,Fine without high winds,Daylight: Street light present,Dry,30,9/2/2021,None within 50 metres,3
71222,8932,Fine without high winds,Daylight: Street light present,Dry,30,9/2/2021,None within 50 metres,3
68728,8933,Fine without high winds,Daylight: Street light present,Dry,30,9/2/2021,None within 50 metres,3
22523,8934,Fine without high winds,Daylight: Street light present,Dry,30,9/2/2021,None within 50 metres,3
13969,8935,Fine without high winds,Daylight: Street light present,Dry,30,9/2/2021,None within 50 metres,3
107165,8936,Fine without high winds,Daylight: Street light present,Dry,30,9/2/2021,None within 50 metres,3
28194,8937,Fine without high winds,Daylight: Street light present,Dry,30,9/2/2021,None within 50 metres,3
30334,8938,Fine without high winds,Daylight: Street light present,Dry,30,9/2/2021,None within 50 metres,3
89853,8939,Fine without high winds,Daylight: Street light present,Dry,30,9/2/2021,None within 50 metres,3
37768,8940,Fine without high winds,Daylight: Street light present,Dry,30,9/2/2021,None within 50 metres,3
110158,8941,Fine without high winds,Daylight: Street light present,Dry,50,9/2/2021,None within 50 metres,3
129385,8942,Fine without high winds,Darkness: Street lights present and lit,Dry,40,9/2/2021,None within 50 metres,3
1028,8943,Fine without high winds,Daylight: Street light present,Dry,30,9/2/2021,None within 50 metres,3
8188,8944,Fine without high winds,Daylight: Street light present,Dry,30,9/2/2021,None within 50 metres,3
15943,8945,Fine without high winds,Daylight: Street light present,Dry,30,9/2/2021,None within 50 metres,3
18924,8946,Fine without high winds,Daylight: Street light present,Dry,30,9/2/2021,None within 50 metres,3
43443,8947,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/2/2021,None within 50 metres,3
111037,8948,Fine without high winds,Daylight: Street light present,Dry,50,9/2/2021,None within 50 metres,3
32567,8949,Fine without high winds,Daylight: Street light present,Dry,30,9/2/2021,None within 50 metres,3
